Orbit Semi-Major Axis,Planet Radius,Planet Mass,Equilibrium Temperature,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Luminosity,Distance
,,,,5318,0.68,0.92,-0.474,510.523
,3.06,,,5354,0.82,0.86,,510.523
0.2138,2.69,,430,5316,0.72,0.77,,510.523
0.216,2.27,,,5311,0.7,,,510.523
,,,,5318,0.68,0.92,-0.474,510.523
0.2144,2.64,,425,5303,0.71,0.79,,510.523
0.2138,2.69,,430,5316,0.72,0.77,,510.523
0.2138,2.69,,430,5316,0.72,0.77,,510.523
,,,,5318,0.68,0.92,-0.474,510.523
,2.552,,,5311,0.69,,,510.523
,,,,5424,0.95,0.94,-0.149,1176.53
,,,,5424,0.95,0.94,-0.149,1176.53
0.0753,1.56,,856,5766,0.85,0.87,,1176.53
,1.7,,,5568,0.92,0.94,,1176.53
0.0753,1.53,,856,5766,0.85,0.87,,1176.53
0.078,1.55,,868,5791,0.9,0.96,,1176.53
0.0753,1.56,,856,5766,0.85,0.87,,1176.53
0.0753,1.56,,856,5766,0.85,0.87,,1176.53
,1.672,,,5767,0.93,,,1176.53
,,,,5769,1.17,1.03,0.134,1826.53
0.0985,2.69,,840,6075,0.97,1.05,,1826.53
0.0985,2.64,,840,6075,0.97,1.05,,1826.53
,,,,5769,1.17,1.03,0.134,1826.53
0.0985,2.69,,840,6075,0.97,1.05,,1826.53
,,,,5769,1.17,1.03,0.134,1826.53
0.0985,2.69,,840,6075,0.97,1.05,,1826.53
,2.55,,,5705,0.94,0.96,,1826.53
,3.16,,,5787,1.16,,,1826.53
0.099,2.3,,829,6054,0.95,1.05,,1826.53
,,,,5996.17,1.18,1.11,0.211,1316.57
0.1082,1.77,,795,6119,0.94,1.01,,1316.57
,2.086,,,6122,1.15,,,1316.57
,,,,5996.17,1.18,1.11,0.211,1316.57
0.1082,1.77,,795,6119,0.94,1.01,,1316.57
0.1082,1.7,,795,6119,0.94,1.01,,1316.57
0.1082,1.77,,795,6119,0.94,1.01,,1316.57
,,,,5996.17,1.18,1.11,0.211,1316.57
,2.14,,,6051,1.15,1.1,,1316.57
0.111,1.9,,806,6134,0.99,1.08,,1316.57
,,,,6076.29,1.42,1.14,0.395,807.812
0.0599,0.92,,1109,6204,0.98,1,,807.812
0.062,1.21,,1125,6218,1.04,1.1,,807.812
,1.19,,,6050,1.21,1.14,,807.812
,1.595,,,5941,1.47,,,807.812
0.0635,1.29,,1156,6074,1.18,1.2,,807.812
0.0599,0.92,,1109,6204,0.98,1,,807.812
0.0599,0.92,,1109,6204,0.98,1,,807.812
,2.36,,,5130,0.8,0.85,,729.227
,,,,5003,0.82,0.83,-0.419,729.227
0.128,2.49,,591,5215,0.84,0.79,,729.227
0.128,2.49,,591,5215,0.84,0.79,,729.227
,2.096,,,5212,0.76,,,729.227
0.136,2.7,,580,5019,0.93,0.95,,729.227
,,,,5003,0.82,0.83,-0.419,729.227
0.128,2.49,,591,5215,0.84,0.79,,729.227
0.128,2.34,,591,5215,0.84,0.79,,729.227
,,,,5432,0.92,0.95,-0.182,661.022
0.053,1.54,,1050,5625,0.95,0.88,,661.022
0.0528,1.19,,1046,5629,0.94,0.86,,661.022
,1.121,,,5633,0.89,,,661.022
0.0528,1.22,,1046,5629,0.94,0.86,,661.022
0.0528,1.22,,1046,5629,0.94,0.86,,661.022
,,,,5432,0.92,0.95,-0.182,661.022
,1.22,,,5616,0.93,0.95,,661.022
0.0528,1.22,,1046,5629,0.94,0.86,,661.022
,,,,5693,1.12,1.01,0.073,1258.36
,1.39,,,5743,0.98,0.99,,1258.36
0.0543,1.46,,1155,6063,1.01,1.12,,1258.36
0.053,1.33,,1113,6002,0.94,1.04,,1258.36
,,,,5693,1.12,1.01,0.073,1258.36
,1.455,,,5654,1.1,,,1258.36
0.0543,1.46,,1155,6063,1.01,1.12,,1258.36
0.0519,1.56,,1191,5657,1.18,0.97,,1258.36
0.0543,1.46,,1155,6063,1.01,1.12,,1258.36
,1.851,,,6151,1.04,,,1347.71
,,,,5852,1.07,1.06,0.085,1347.71
0.032,1.62,,1487,6111,0.97,1.07,,1347.71
0.0326,1.91,,1541,6156,1.05,1.11,,1347.71
0.0326,1.87,,1542,6156,1.05,1.11,,1347.71
,1.99,,,5905,1.08,1.06,,1347.71
,,,,5852,1.07,1.06,0.085,1347.71
0.0326,1.91,,1541,6156,1.05,1.11,,1347.71
0.0326,1.91,,1541,6156,1.05,1.11,,1347.71
0.1564,1.33,,684,5897,1.08,0.97,,840.503
,,,,5861.91,1.47,1.06,0.363,840.503
0.1564,1.36,,684,5897,1.08,0.97,,840.503
0.164,1.47,,754,6282,1.22,1.12,,840.503
,1.742,,,5832,1.41,,,840.503
0.1564,1.36,,684,5897,1.08,0.97,,840.503
,1.44,,,5986,1.1,1.06,,840.503
,,,,5861.91,1.47,1.06,0.363,840.503
,,,,5861.91,1.47,1.06,0.363,840.503
0.1564,1.36,,684,5897,1.08,0.97,,840.503
,2.12,,,5944,1.94,1.25,,880.895
,,,,5799.61,2.87,1.04,0.926,880.895
0.1418,3.21,,1159,5822,2.89,1.46,,880.895
0.126,1.66,,827,6052,1.21,1.04,,880.895
,,,,5799.61,2.87,1.04,0.926,880.895
,,,,5799.61,2.87,1.04,0.926,880.895
0.1245,1.32,,825,6053,1.19,0.99,,880.895
0.1245,1.32,,825,6053,1.19,0.99,,880.895
0.1245,1.32,,825,6053,1.19,0.99,,880.895
,3.03,,,6003,2.73,,,880.895
0.0629,2.27,,1159,6038,1.19,0.99,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.0636,1.84,,1040,6103,0.95,1.03,,1027.45
,2.423,,,5917,1.27,,,1027.45
,2.26,,,6076,1.15,1.08,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.0636,1.84,,1040,6103,0.95,1.03,,1027.45
0.0636,1.84,,1040,6103,0.95,1.03,,1027.45
0.064,1.92,,1048,6102,0.97,1.07,,1027.45
0.064,2.34,,,6050,1.22,,,1027.45
,6.017,,,5917,1.27,,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.1051,5.65,,897,6038,1.19,0.99,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.108,4.7,,807,6102,0.97,1.07,,1027.45
0.108,5.87,,,6050,1.22,,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.1063,4.66,,804,6103,0.95,1.03,,1027.45
,5.62,,,6076,1.15,1.08,,1027.45
0.1063,4.66,,804,6103,0.95,1.03,,1027.45
0.1063,4.66,,804,6103,0.95,1.03,,1027.45
,1.89,,,6076,1.15,1.08,,1027.45
0.1533,1.52,,670,6103,0.95,1.03,,1027.45
0.155,1.82,,674,6102,0.97,1.07,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.1533,1.52,,670,6103,0.95,1.03,,1027.45
0.155,2.2,,,6050,1.22,,,1027.45
,2.328,,,5917,1.27,,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.1516,2.18,,747,6038,1.19,0.99,,1027.45
0.1533,1.52,,670,6103,0.95,1.03,,1027.45
,2.549,,,5917,1.27,,,1027.45
,2.38,,,6076,1.15,1.08,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.2235,1.93,,555,6103,0.95,1.03,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.227,2.6,,,6050,1.22,,,1027.45
0.2235,1.93,,555,6103,0.95,1.03,,1027.45
0.226,1.85,,558,6102,0.97,1.07,,1027.45
0.221,2.39,,618,6038,1.19,0.99,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.2235,1.93,,555,6103,0.95,1.03,,1027.45
,2.02,27.7,,,0.95,1.03,,1027.45
,1.75,36,,,0.95,1.03,,1027.45
0.294,1.79,,489,6102,0.97,1.07,,1027.45
,2.369,,,5917,1.27,,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.2903,1.81,,487,6103,0.95,1.03,,1027.45
,,,,6012,1.26,1.11,0.27,1027.45
0.287,2.22,,543,6038,1.19,0.99,,1027.45
0.2903,1.81,,487,6103,0.95,1.03,,1027.45
,2.15,,,6076,1.15,1.08,,1027.45
0.2903,1.81,,487,6103,0.95,1.03,,1027.45
0.073,1.38,,944,5811,0.99,0.94,,961.907
0.0685,1.37,,923,5745,0.91,0.78,,961.907
0.0734,1.4,,899,5573,0.98,0.96,,961.907
0.0685,1.37,,923,5745,0.91,0.78,,961.907
0.0685,1.37,,923,5745,0.91,0.78,,961.907
,,,,5873,0.99,1.06,0.025,961.907
,1.502,,,5575,1.05,,,961.907
,,,,5873,0.99,1.06,0.025,961.907
,1.52,,,5842,0.99,1,,961.907
0.0906,1.47,,632,5195,0.69,0.69,,913.65
,1.88,,,5194,0.82,0.87,,913.65
0.0906,1.61,,632,5195,0.69,0.69,,913.65
0.0906,1.61,,632,5195,0.69,0.69,,913.65
,,,,,,,,913.65
,,,,,,,,913.65
0.0906,1.61,,632,5195,0.69,0.69,,913.65
0.096,1.68,,653,5275,0.76,0.82,,913.65
,,,,,,,,913.65
,0.79,,,5239,0.8,0.84,,415.218
,0.766,,,5066,0.75,,,415.218
0.0274,0.69,,1134,5166,0.68,0.75,,415.218
0.0282,0.89,,1246,5083,0.87,0.81,,415.218
0.0274,0.69,,1134,5166,0.68,0.75,,415.218
,,,,5121,0.75,0.86,-0.458,415.218
0.0274,0.69,,1134,5166,0.68,0.75,,415.218
0.028,0.9,,1170,5220,0.72,0.82,,415.218
,,,,5121,0.75,0.86,-0.458,415.218
0.111,1.12,,512,4761,0.66,0.68,,459.957
,,,,4656,0.82,0.74,-0.541,459.957
,,,,4656,0.82,0.74,-0.541,459.957
,,,,4656,0.82,0.74,-0.541,459.957
0.1187,1.31,,557,4875,0.8,0.84,,459.957
,1.22,,,4870,0.75,0.8,,459.957
0.1187,1.31,,557,4875,0.8,0.84,,459.957
0.1186,1.54,,557,4873,0.8,0.84,,459.957
0.1187,1.31,,557,4875,0.8,0.84,,459.957
,1.459,,,4872,0.76,,,459.957
0.1108,1.11,,852,6282,1.05,1.01,,559.598
,,,,6254,1.19,1.21,0.293,559.598
,,,,6254,1.19,1.21,0.293,559.598
0.1108,1.11,,852,6282,1.05,1.01,,559.598
,1.33,,,6155,1.22,1.18,,559.598
,1.291,,,6125,1.19,,,559.598
0.114,1.14,,856,6292,1.08,1.13,,559.598
0.1108,1.11,,852,6282,1.05,1.01,,559.598
0.1165,1.32,,872,6113,1.22,1.19,,559.598
,,,,6254,1.19,1.21,0.293,559.598
,,,,6164.96,1.29,1.17,0.333,1347.52
,1.82,,,6140,1.19,1.13,,1347.52
0.0771,3.76,,1453,5814,2.48,1.24,,1347.52
0.0738,1.57,,1046,6341,1.03,1.08,,1347.52
0.0738,1.57,,1046,6341,1.03,1.08,,1347.52
,,,,6164.96,1.29,1.17,0.333,1347.52
,2.075,,,5822,1.37,,,1347.52
0.075,1.82,,1069,6369,1.09,1.16,,1347.52
0.0738,1.57,,1046,6341,1.03,1.08,,1347.52
,,,,5985.99,1.41,1.1,0.359,1125.72
0.1323,1.36,,734,6184,0.96,1.03,,1125.72
,2.457,,,6000,1.5,,,1125.72
0.135,1.52,,748,6197,1.01,1.1,,1125.72
0.1361,2.13,,809,5936,1.3,1.12,,1125.72
,,,,5985.99,1.41,1.1,0.359,1125.72
0.1323,1.36,,734,6184,0.96,1.03,,1125.72
0.1323,1.36,,734,6184,0.96,1.03,,1125.72
,,,,5985.99,1.41,1.1,0.359,1125.72
,1.45,,,5923,1.02,1.02,,1125.72
0.4092,2.11,,369,5632,0.9,1.03,,623.706
,2.169,,,5485,0.93,,,623.706
0.3816,2.16,,393,5799,0.9,0.83,,623.706
,,,,5604,0.88,0.99,-0.158,623.706
,,,,5604,0.88,0.99,-0.158,623.706
0.3816,2.16,,393,5799,0.9,0.83,,623.706
0.3816,2.16,,393,5799,0.9,0.83,,623.706
0.4,2.13,,401,5840,0.97,0.96,,623.706
,2.29,,,5747,0.95,0.97,,623.706
0.0124,1.47,,1768,5256,0.72,0.77,,515.453
0.0124,1.47,,1768,5256,0.72,0.77,,515.453
,1.456,,,4767,0.73,,,515.453
0.0124,1.47,,1768,5256,0.72,0.77,,515.453
,,,,4914.65,0.73,0.81,-0.555,515.453
0.013,1.63,,1764,5285,0.74,0.84,,515.453
,1.54,,,5063,0.74,0.78,,515.453
0.0125,1.42,,1757,5255,0.72,0.78,,515.453
,,,,4914.65,0.73,0.81,-0.555,515.453
0.2899,1.12,,196,3724,0.41,0.43,,265.482
0.3013,1.68,,196,3576,0.46,0.48,,265.482
0.2899,1.12,,196,3724,0.41,0.43,,265.482
,,,,3774,0.57,0.56,-1.233,265.482
,,,,3774,0.57,0.56,-1.233,265.482
,,,,3774,0.57,0.56,-1.233,265.482
0.3006,1.34,,212,3577,0.45,0.48,-1.533,265.482
0.313,1.66,,228,4013,0.52,0.54,,265.482
,2.064,,,3577,0.57,,,265.482
,1.4,,,3784,0.51,0.54,,265.482
0.2899,1.12,,196,3724,0.41,0.43,,265.482
,2.78,,,6147,1.21,1.12,,1021.66
0.136,2.5,,770,6274,1.05,1.13,,1021.66
0.135,2.94,,,6089,1.26,,,1021.66
,3.124,,,6154,1.36,,,1021.66
0.1312,2.51,,774,6086,1.09,1.01,,1021.66
0.1312,2.51,,774,6086,1.09,1.01,,1021.66
0.1312,2.51,,774,6086,1.09,1.01,,1021.66
,,,,6338,1.33,1.25,0.41,1021.66
0.1312,2.79,,817,6086,1.22,1.01,,1021.66
,2.55,55.3,,,1.09,1.01,,1021.66
,,,,6338,1.33,1.25,0.41,1021.66
,,,,6338,1.33,1.25,0.41,1021.66
,,,,6338,1.33,1.25,0.41,1021.66
0.182,1.41,,666,6274,1.05,1.13,,1021.66
0.181,1.48,,,6089,1.26,,,1021.66
0.1756,1.31,,669,6086,1.09,1.01,,1021.66
,1.572,,,6154,1.36,,,1021.66
,,,,6338,1.33,1.25,0.41,1021.66
,,,,,1.09,1.01,,1021.66
,1.46,,,6147,1.21,1.12,,1021.66
0.1756,1.31,,669,6086,1.09,1.01,,1021.66
0.1756,1.31,,669,6086,1.09,1.01,,1021.66
,,,,6338,1.33,1.25,0.41,1021.66
0.1757,1.4,,706,6086,1.22,1.01,,1021.66
0.0921,2.85,,946,6165,1.11,1.05,,1364.22
,2.71,,,5961,1.08,1.06,,1364.22
0.0921,2.85,,946,6165,1.11,1.05,,1364.22
0.0921,2.85,,946,6165,1.11,1.05,,1364.22
0.093,3.3,,934,6144,1.1,1.06,,1364.22
,,,,5845,1.09,1.05,0.096,1364.22
,,,,5845,1.09,1.05,0.096,1364.22
,3.069,,,6167,1,,,1364.22
0.0921,3.41,,946,6165,1.11,1.05,,1364.22
,,,,5845,1.09,1.05,0.096,1364.22
0.0936,1.29,,808,5851,0.92,1.01,,987.237
0.0914,1.64,,870,5557,1.15,0.94,,987.237
0.093,1.27,,788,5817,0.88,0.98,,987.237
,,,,5572,1.1,0.98,0.023,987.237
,,,,5572,1.1,0.98,0.023,987.237
,1.529,,,5559,1.07,,,987.237
,1.42,,,5778,1,1.01,,987.237
0.0936,1.29,,808,5851,0.92,1.01,,987.237
0.0936,1.29,,808,5851,0.92,1.01,,987.237
0.164,1.7,,563,5413,0.91,0.82,,632.865
,,,,5241,0.8,0.9,-0.359,632.865
0.1701,2.12,,583,5495,0.98,0.91,,632.865
,,,,5241,0.8,0.9,-0.359,632.865
0.1701,2.12,,583,5495,0.98,0.91,,632.865
,1.462,,,5214,0.79,,,632.865
,1.93,,,5471,0.89,0.92,,632.865
0.1701,2.12,,583,5495,0.98,0.91,,632.865
,,,,5241,0.8,0.9,-0.359,632.865
0.1673,1.59,,523,5242,0.86,0.87,,632.865
0.2627,2.36,,604,6505,1.16,1.19,,1178.7
0.2627,2.36,,604,6505,1.16,1.19,,1178.7
,,,,6118.89,1.15,1.15,0.221,1178.7
,2.6,,,6198,1.25,1.16,,1178.7
,,,,6118.89,1.15,1.15,0.221,1178.7
0.264,2.09,,598,6495,1.15,1.21,,1178.7
0.263,2.32,,604,6499,1.17,1.19,,1178.7
,2.26,,,6507,1.14,,,1178.7
,,,,6118.89,1.15,1.15,0.221,1178.7
0.2627,2.36,,604,6505,1.16,1.19,,1178.7
,2.81,,,4967,0.76,0.8,,916.749
,,,,4805,0.86,0.78,-0.454,916.749
0.0963,2.87,,634,5072,0.77,0.83,,916.749
0.0963,2.87,,634,5072,0.77,0.83,,916.749
,1.959,,,5074,0.79,,,916.749
0.0963,2.87,,634,5072,0.77,0.83,,916.749
0.093,2.6,,602,5010,0.69,0.76,,916.749
,,,,4805,0.86,0.78,-0.454,916.749
0.096,1.86,,625,5073,0.75,0.86,,916.749
0.0491,0.7,,985,5481,0.81,0.91,,540.604
0.049,0.68,,986,5492,0.81,0.91,,540.604
,,,,5322.09,0.98,0.92,-0.156,540.604
0.049,0.68,,986,5492,0.81,0.91,,540.604
0.049,0.79,,961,5461,0.78,0.89,,540.604
,0.807,,,5327,0.94,,,540.604
,0.79,,,5541,0.9,0.93,,540.604
,,,,5322.09,0.98,0.92,-0.156,540.604
0.049,0.68,,986,5492,0.81,0.91,,540.604
,,,,5207,0.79,0.89,-0.379,999.64
0.185,2.12,,492,5442,0.78,0.88,,999.64
0.1799,1.92,,487,5422,0.75,0.81,,999.64
0.1799,1.92,,487,5422,0.75,0.81,,999.64
0.1799,1.92,,487,5422,0.75,0.81,,999.64
,,,,5207,0.79,0.89,-0.379,999.64
,2.14,,,5337,0.82,0.86,,999.64
,1.91,,,5413,0.76,,,999.64
,,,,5207,0.79,0.89,-0.379,999.64
0.1803,1.85,,480,5395,0.73,0.82,,999.64
0.3778,2.8,,366,5418,0.89,1,,1064.31
0.3778,2.8,,366,5418,0.89,1,,1064.31
,,,,5145,0.94,0.87,-0.258,1064.31
0.3778,2.8,,366,5418,0.89,1,,1064.31
0.352,2.3,,343,5271,0.77,0.81,,1064.31
,2.86,,,5472,0.9,0.94,,1064.31
,,,,5145,0.94,0.87,-0.258,1064.31
0.3778,2.59,,366,5418,0.89,1,,1064.31
,,,,5145,0.94,0.87,-0.258,1064.31
,2.518,,,5419,0.86,,,1064.31
0.0546,1.57,,1309,6337,1.2,1.26,,1632.13
,2.248,,,6150,1.65,,,1632.13
0.0541,1.93,,1389,6150,1.42,1.23,,1632.13
0.0546,1.57,,1309,6337,1.2,1.26,,1632.13
,1.93,,,6386,1.48,1.3,,1632.13
,,,,6378,1.61,1.27,0.584,1632.13
0.0546,1.57,,1309,6337,1.2,1.26,,1632.13
0.052,1.33,,1242,6225,1.06,1.1,,1632.13
,2.9,,,6564,1.57,1.4,,2140.6
0.0626,2.07,,1192,6343,1.14,1.21,,2140.6
0.0626,2.07,,1192,6343,1.14,1.21,,2140.6
,,,,5883,1.61,1.07,0.447,2140.6
0.0625,1.92,,1183,6321,1.12,1.21,,2140.6
0.0626,2.07,,1192,6343,1.14,1.21,,2140.6
0.06,1.79,,1073,6096,0.95,1.09,,2140.6
,,,,5883,1.61,1.07,0.447,2140.6
,,,,5188,0.72,0.88,-0.467,420.046
0.042,0.93,,979,5288,0.74,0.84,,420.046
,0.8,,,5133,0.67,0.73,,420.046
,1.228,,,4960,0.76,,,420.046
0.0395,1.06,,892,4983,0.65,0.71,,420.046
0.0398,0.8,,931,5196,0.66,0.72,,420.046
0.0398,0.8,,931,5196,0.66,0.72,,420.046
0.0398,0.8,,931,5196,0.66,0.72,,420.046
0.039,0.73,,,4984,0.64,,,420.046
0.1012,2.2,,584,5196,0.66,0.72,,420.046
0.1,1.75,,,4984,0.64,,,420.046
,,,,5188,0.72,0.88,-0.467,420.046
,2.552,,,4960,0.76,,,420.046
0.1012,2.2,,584,5196,0.66,0.72,,420.046
0.1012,2.2,,584,5196,0.66,0.72,,420.046
0.1005,2.2,,560,4983,0.65,0.71,,420.046
,2.27,,,5133,0.67,0.73,,420.046
,,,,5188,0.72,0.88,-0.467,420.046
,,,,5188,0.72,0.88,-0.467,420.046
0.106,2.23,,616,5288,0.74,0.84,,420.046
,,,,5188,0.72,0.88,-0.467,420.046
0.17,1.11,,,4984,0.64,,,420.046
,1.756,,,4960,0.76,,,420.046
,1.32,,,5133,0.67,0.73,,420.046
0.1733,1.26,,446,5196,0.66,0.72,,420.046
0.1733,1.26,,446,5196,0.66,0.72,,420.046
0.1733,1.26,,446,5196,0.66,0.72,,420.046
,,,,5188,0.72,0.88,-0.467,420.046
0.182,1.37,,470,5288,0.74,0.84,,420.046
,,,,5188,0.72,0.88,-0.467,420.046
0.1719,1.51,,428,4983,0.65,0.71,,420.046
,,,,5591.36,1.38,0.99,0.223,862.186
0.0534,1.14,,1052,5658,0.95,0.86,,862.186
,1.15,,,5682,0.96,0.98,,862.186
0.0534,1.14,,1052,5658,0.95,0.86,,862.186
,,,,5591.36,1.38,0.99,0.223,862.186
0.0557,1.32,,1121,5688,1.11,0.97,,862.186
0.0534,1.14,,1052,5658,0.95,0.86,,862.186
0.054,1.29,,1054,5656,0.96,0.89,,862.186
,1.597,,,5670,1.34,,,862.186
0.132,2.4,,610,5540,0.82,0.89,,968.722
,,,,5235,0.84,0.89,-0.324,968.722
,,,,5235,0.84,0.89,-0.324,968.722
0.1336,2.53,,612,5569,0.83,0.93,,968.722
,2.63,,,5261,0.8,0.84,,968.722
,,,,5235,0.84,0.89,-0.324,968.722
,2.465,,,5569,0.81,,,968.722
0.1334,2.73,,614,5561,0.84,0.92,,968.722
0.1334,2.73,,614,5561,0.84,0.92,,968.722
0.1334,2.73,,614,5561,0.84,0.92,,968.722
0.1039,2.61,,639,5052,0.85,0.81,,687.615
,2.26,,,4895,0.74,0.77,,687.615
0.1039,3.28,,639,5052,0.85,0.81,,687.615
,,,,4853,0.78,0.79,-0.516,687.615
,,,,4853,0.78,0.79,-0.516,687.615
,,,,4853,0.78,0.79,-0.516,687.615
,2.818,,,5044,0.73,,,687.615
0.1039,2.61,,639,5052,0.85,0.81,,687.615
0.109,3.3,,655,4862,1.02,0.93,,687.615
0.1039,2.61,,639,5052,0.85,0.81,,687.615
0.126,1.6,,694,5782,0.93,0.94,,758.17
0.1243,1.64,,685,5772,0.9,0.9,,758.17
,,,,5492.85,0.83,0.96,-0.244,758.17
0.1256,1.86,,690,5518,1.01,0.93,,758.17
0.1243,1.64,,685,5772,0.9,0.9,,758.17
,,,,5492.85,0.83,0.96,-0.244,758.17
,1.528,,,5516,0.83,,,758.17
,1.75,,,5667,0.94,0.96,,758.17
,,,,5492.85,0.83,0.96,-0.244,758.17
0.1243,1.64,,685,5772,0.9,0.9,,758.17
,1.925,,,6730,2.55,,,1075.81
,,,,6568.52,2.53,1.36,1.032,1075.81
0.049,1.15,,1633,6728,1.48,1.14,,1075.81
,,,,6568.52,2.53,1.36,1.032,1075.81
0.049,1.15,,1633,6728,1.48,1.14,,1075.81
,1.35,,,6680,1.77,1.46,,1075.81
0.052,1.14,,1641,6733,1.59,1.34,,1075.81
0.049,1.15,,1633,6728,1.48,1.14,,1075.81
0.0502,1.45,,1839,6732,1.93,1.23,,1075.81
0.049,1.8,,1046,5447,0.93,0.82,,805.936
,,,,5235,,,,805.936
0.0484,1.56,,1043,5455,0.91,0.8,,805.936
,1.366,,,5444,0.76,,,805.936
0.0484,1.56,,1043,5455,0.91,0.8,,805.936
0.0484,1.63,,1043,5455,0.91,0.8,,805.936
0.0484,1.56,,1043,5455,0.91,0.8,,805.936
,1.44,,,5306,0.83,0.86,,805.936
,,,,5235,,,,805.936
0.0372,1.64,,1189,5455,0.91,0.8,,805.936
,,,,5235,,,,805.936
0.0372,1.64,,1189,5455,0.91,0.8,,805.936
0.0372,1.64,,1189,5455,0.91,0.8,,805.936
,,,,5235,,,,805.936
0.0372,1.77,,1190,5455,0.91,0.8,,805.936
,1.476,,,5444,0.76,,,805.936
,1.44,,,5306,0.83,0.86,,805.936
0.0848,1.23,,554,4563,0.64,0.63,,436.505
0.0848,1.23,,554,4563,0.64,0.63,,436.505
,,,,4481.68,0.72,0.7,-0.727,436.505
,1.64,,,4564,0.7,,,436.505
0.0848,1.51,,554,4563,0.64,0.63,,436.505
,1.36,,,4611,0.69,0.73,,436.505
,,,,4481.68,0.72,0.7,-0.727,436.505
0.085,1.12,,547,4592,0.62,0.65,,436.505
0.0848,1.23,,554,4563,0.64,0.63,,436.505
,2.262,,,5555,0.76,,,1045.92
,,,,5326,0.79,0.92,-0.345,1045.92
,2.33,,,5303,0.82,0.86,,1045.92
,,,,5326,0.79,0.92,-0.345,1045.92
0.1091,2.47,,676,5550,0.83,0.92,,1045.92
0.1091,2.4,,679,5561,0.84,0.92,,1045.92
0.1091,2.4,,679,5561,0.84,0.92,,1045.92
0.1091,2.4,,679,5561,0.84,0.92,,1045.92
0.111,2.2,,634,5345,0.8,0.97,,1045.92
,,,,5326,0.79,0.92,-0.345,1045.92
,1.18,,,6149,1.21,1.21,,593.026
0.0806,1.04,,1035,6161,1.17,1.25,,593.026
,,,,6074.93,1.34,,,593.026
0.076,1.02,,962,6103,0.97,1.07,,593.026
,,,,6074.93,1.34,,,593.026
0.0779,1.16,,1060,6045,1.23,1.13,,593.026
0.0779,1.16,,1060,6045,1.23,1.13,,593.026
0.0779,1.16,,1060,6045,1.23,1.13,,593.026
,2.672,,,6099,1.49,,,1904.54
,,,,6023,1.5,1.12,0.428,1904.54
0.167,1.82,,647,6091,0.97,1.04,,1904.54
0.168,2,,645,6086,0.97,1.06,,1904.54
,,,,6023,1.5,1.12,0.428,1904.54
0.167,1.82,,647,6091,0.97,1.04,,1904.54
0.167,1.74,,647,6091,0.97,1.04,,1904.54
,,,,6023,1.5,1.12,0.428,1904.54
0.167,1.82,,647,6091,0.97,1.04,,1904.54
,2.38,,,6202,1.28,1.19,,1904.54
,2.726,,,3811,0.54,,,183.365
0.0413,2.71,,596,3810,0.52,0.54,,183.365
,,,,3800,0.55,0.54,-1.251,183.365
0.041,2.59,,625,3996,0.52,0.54,,183.365
0.04124,2.47,,594,3810,0.52,0.54,,183.365
0.0413,2.71,,596,3810,0.52,0.54,,183.365
,,,,3800,0.55,0.54,-1.251,183.365
,2.67,,,3824,0.51,0.53,,183.365
,2.61,,,3800,0.55,0.54,-1.251,183.365
,2.765,,,3770,0.52,0.55,-1.328,183.365
0.0413,2.71,,596,3810,0.52,0.54,,183.365
0.041,2.37,,,3810,0.51,,,183.365
,2.63,,,3743,0.49,0.5,,183.365
0.0411,2.54,,590,3808,0.51,0.53,,183.365
,,,,3800,0.55,0.54,-1.251,183.365
0.051,0.74,,,3810,0.51,,,183.365
0.051,0.82,,560,3996,0.52,0.54,,183.365
0.0513,0.85,,535,3810,0.52,0.54,,183.365
,0.9,,,3800,0.55,0.54,-1.251,183.365
0.0511,0.8,,529,3808,0.51,0.53,,183.365
,0.861,,,3811,0.54,,,183.365
,0.76,,,3743,0.49,0.5,,183.365
0.0513,0.85,,535,3810,0.52,0.54,,183.365
,,,,3800,0.55,0.54,-1.251,183.365
,0.79,,,3770,0.52,0.55,-1.328,183.365
,0.83,,,3824,0.51,0.53,,183.365
,,,,3800,0.55,0.54,-1.251,183.365
0.0513,0.85,,535,3810,0.52,0.54,,183.365
,,,,5690,1.53,1.01,0.343,2126.85
,,,,5690,1.53,1.01,0.343,2126.85
0.0394,2.19,,1444,6173,1.11,1.2,,2126.85
0.0394,2.19,,1444,6173,1.11,1.2,,2126.85
,1.92,,,5717,0.98,0.99,,2126.85
,2.811,,,6166,1.49,,,2126.85
0.038,1.9,,1341,6059,0.96,1.05,,2126.85
0.0394,2.19,,1444,6173,1.11,1.2,,2126.85
0.0393,2.07,,1431,6147,1.1,1.19,,2126.85
