Orbit Semi-Major Axis,Planet Radius,Planet Mass,Equilibrium Temperature,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Luminosity,Distance
0.39,,180,,,,0.07,,6730
1.613,,7532.571,,,,,,
,,,,4284,21.8,1.35,,817.192
0.53,,,,4284,39.59,9.06,,817.192
,,,,4284,,1.35,,817.192
,,,,4200,,1.37,,821.918
,,,,5780,,1.01,,872.92
,,,,5780,0.99,1.01,,872.92
,,,,5780,,1.01,,872.92
,,,,5725,,0.96,,914.221
,,,,5725,,0.96,,914.221
,,,,5725,0.89,0.96,,914.221
,,,,6165,,1.14,,830.822
,,,,6165,,1.14,,830.822
0.0326,14.908,258.07796,790,3916,0.57,0.62,,218.121
0.0143,13.507,687.14846,1332,4600,0.7,0.7,,
,8.722,,668,5076,0.83,,,190.422
0.201,9.158,109.33352,435,5050,0.83,0.86,,190.422
0.0757,11.747,66.10864,1257,5690,1.59,1.02,,446.442
0.063,17.878,235.1942,1468,6478,1.7,1.64,,356.391
0.023,16.589,756.4354,,5600,0.93,1.02,,743.972
0.019,3.18,20.6,1650,5143,0.84,0.75,,280.555
0.0382,12.733,72.78307,952,4987,0.74,0.66,,306.779
0.01677,14.863,425.57437,1284,4730,0.75,0.77,-0.592,308.262
0.035,12.218,295.5819,1345,5241,0.98,0.89,,428.976
0.058,11.994,921.707,1448,6330,1.38,1.34,,609.128
5.35,,2329.6,,,,,,515.818
5.38,,2196.11,,57000,,0.54,,515.818
3.39,,724.622,,57000,,0.54,,515.818
3.43,,731,,,,,,515.818
3.12,,,,40000,0.19,0.42,,820.877
3.3,,730.978,,32780,0.15,0.46,1.375,544.024
,,,,32780,0.15,0.46,1.375,544.024
,,,,32780,0.15,0.46,1.375,544.024
,,,,32780,0.15,0.46,1.375,544.024
4.3,,830,,,,0.63,,5800
3,,480,,,,0.36,,5200
2.1,,1100,71,,,0.46,,3100
3.6,,1200,55,,,0.46,,3200
,,,,,,0.29,,3250
2.1,,1100,,,,0.46,,3100
,,,,,,,,
3.6,,1200,,,,0.46,,3200
2.7,,13,,,,0.49,,2700
3.5,,14.1,,,,0.69,,4100
3.4,,13.2,,,,0.65,,4000
2.6,,5.5,50,,,0.22,,6600
2.3,,230,82,,,0.5,,1490
2.3,,231,,,,0.51,,1510
4.6,,86,59,,,0.5,,1490
4.5,,86,,,,0.51,,1510
2.59,,80,,,,0.41,,2760
2.8,,20,,,,0.64,,5900
15,,57,,,,0.71,,8100
1.7,,1500,,,,0.37,,6800
0.5,,2100,,,,0.43,,5900
,,,,,,0.4,,6200
8,,60,,,,0.41,,6100
0.5,,2200,,,,0.43,,5900
8,,57,,,,0.42,,6000
1.5,,140,,,,0.26,,2710
2.72,,170,,,,0.26,,2570
1.89,,280,,,,0.21,,4380
1.51,,180,,,,0.14,,3490
4,,46.1,,,,1.06,,4019
3.82,,35,,,,0.82,,4080
4.63,,220,,,,0.82,,4080
4.8,,270,,,,1.06,,4019
0.86,,578,,,,0.02,,1730
0.87,,588,,,,0.02,,1760
0.89,,601,,,,0.02,,1790
3.2,,830,,,,0.48,,3600
3.8,,1200,,,,0.59,,5100
3.45,,868,,,,0.44,,4970
,,,,,,,,
4.3,,123,,,,0.34,,1300
0.74,,120,,,,0.34,,1300
1.6,,150,,,,0.29,,6700
1.6,,150,,,,0.29,,6700
4.43,,53.1,,,,0.4,,6320
2.6,,35,,,,0.57,,2600
2.2,,20,,,,0.31,,3400
3.1,,39,,,,0.63,,3200
2.7,,36,,,,0.55,,3400
2.4,,31,,,,0.5,,2900
2.2,,25,,,,0.38,,4200
2.5,,24,,,,0.38,,4200
2.6,,30,,,,0.47,,2600
3,,34,,,,0.55,,3400
2.7,,34,,,,0.54,,2400
2.8,,41,,,,0.63,,3200
2.1,,21,,,,0.33,,3600
0.79,,4400,,,,0.09,,3150
0.8,,4100,,,,0.1,,3040
3.6,,92,,,,0.54,,3900
0.702,,1.66,,,,0.11,,911
,,,,,,,,
,,,,,,,,
0.883,,2.32,,,,0.15,,1161
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.39,,3020,,,,0.29,,3220
,,,,,,,,
17.98,,3150,,,,0.28,,3150
2.6,,200,,,,0.46,,6300
1.8,,860,,,,0.33,,6900
1.8,,860,,,,0.33,,6900
3.11,,160,,,,0.71,,4100
2.97,,150,,,,0.65,,4230
,,,,,,,,
4.4,,982,,,,0.62,,2220
1.5,,55,,,,0.39,,6380
1.5,,55.3,,,,0.4,,6400
,,,,,,0.39,,6380
2.7,,83.3,,,,0.39,,6380
1.7,,83.7,,,,0.4,,6400
1.75,,180,,,,0.51,,6860
0.73,,230,,,,0.1,,8200
1.2,,1200,,,,0.33,,600
1.6,,1100,,,,0.3,,1200
1.2,,1200,,,,0.33,,600
1.6,,1100,,,,0.3,,1200
2.1,,21,,,,0.38,,2500
2.1,,21,,,,0.38,,2500
2.7,,21,,,,0.38,,3300
2.7,,21,,,,0.38,,3300
2.7,,21,,,,0.38,,3300
2.7,,21,,,,0.38,,3300
2.1,,21,,,,0.38,,2500
2.1,,21,,,,0.38,,2500
2.1,,21,,,,0.38,,2500
2.7,,21,,,,0.38,,3300
2.7,,21,,,,0.38,,3300
2.1,,21,,,,0.38,,2500
2.7,,21,,,,0.38,,3300
2.1,,21,,,,0.38,,2500
2.1,,21,,,,0.38,,2500
2.7,,21,,,,0.38,,3300
2.07,,807,,,,0.34,,4230
2.62,,17.9,,,,0.55,,6700
,,,,,,,,
,,,,,,,,
0.77,,126,,,,0.09,,6830
0.85,,136,,,,0.08,,7040
0.56,,837.2,,,,0.06,,6960
0.78,,127,,,,0.09,,6860
0.55,,740.9,,,,0.05,,6850
0.85,,138,,,,0.08,,7070
5.4,,1300,,,,0.13,,6500
5.4,,1300,,,,0.13,,6500
4.19,,871,,,,0.8,,3190
3.04,,372,,,,0.63,,2930
3.28,,957,,,,0.65,,3560
6.4,,1330,,,,0.72,,3410
3.15,,874,,,,0.81,,3210
3.9,,1400,,,,0.66,,3840
1.71,,140,,,,0.31,,3780
1.68,,140,,,,0.28,,3680
1.7,,140,,,,0.3,,3730
2.04,,4253,,,,0.89,,6740
2.17,,4253,,,,0.88,,6770
1.16,,1.43,,,,0.08,,3910
1.16,,1.43,,,,0.08,,3910
1.16,,1.43,,,,0.08,,3910
1.16,,1.43,,,,0.08,,3910
1.98,,5.1,,,,0.37,,7200
1.16,,1.43,,,,0.08,,3910
1.16,,1.43,,,,0.08,,3910
1.16,,1.43,,,,0.08,,3910
2.15,,5.1,,,,0.37,,7200
1.16,,1.43,,,,0.08,,3910
11.5,,1580,,,,0.68,,
,,,,,,,,
3.4,,250,,,,0.1,,
3.727,,8.95,,,,0.4,,4800
3.688,,7.581,,,,0.36,,5015
3.913,,3.269,,,,0.4,,4705
2.424,,127,,,,0.25,,5915
2.575,,60.1,,,,0.28,,5810
3.5,,130,,,,0.56,,5200
,,,,,,,,
1.8,,9,,,,0.2,,5800
1.8,,9,,,,0.2,,5800
4.06,,160,,,,0.7,,3950
1.02,,505,,,,0.21,,
1.02,,515,,,,0.21,,
4.71,,4183,,,,0.85,,4070
,,,,,,,,
2.97,,3283,,,,0.77,,3790
4.72,,4218,,,,0.85,,4080
3.04,,3585,,,,0.81,,3930
,,,,,,,,
1.18,,4.5,,,,0.23,,860
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.59,,240,,,,0.04,,7490
2.77,,1.19,,,,0.15,,5950
0.92,,14.69,,,,0.23,,5650
3.02,,1.3,,,,0.2,,6110
0.97,,13.93,,,,0.23,,5650
0.63,,3.96,,,,0.12,,7580
0.72,,3.96,,,,0.12,,7580
3.3,,1200,,,,0.83,,4200
4.6,,1200,,,,0.83,,4200
2,,350,,,,0.47,,7200
5,,1500,,5912,,1,,3200
3.4,,1400,,,,1,,3200
1.5,,350,,,,0.47,,7200
0.8,,570,,,,0.18,,7100
1.8,,570,,,,0.18,,7100
0.8,,570,,,,0.18,,7100
1.8,,570,,,,0.18,,7100
0.8,,890,,,,0.18,,7100
0.8,,890,,,,0.18,,7100
0.8,,890,,,,0.18,,7100
0.8,,890,,,,0.18,,7100
4.75,,240,,,,1.18,,2640
4.51,,210,,,,1.11,,2510
,,,,,,,,
4.61,,220,,,,1.13,,2560
2.8,,1400,,,,0.42,,7600
2.8,,1400,,,,0.42,,7600
,12.778,200.2329,,6075,1.14,1.17,,1344.97
0.0434,14.011,197.046,,5950,1.17,1.14,0.188,1344.97
0.04162,13.899,181.1631,,5750,1,1,,1344.97
0.04516,19.279,216.1244,1702,6075,1.52,1.28,,1344.97
0.0435,14.011,359.1479,,5950,1.17,1.14,,1344.97
,11.837,,,5800,1.09,1.02,,1344.97
,13.675,193.8763,,5960,1.14,1.1,,1344.97
,17.023,209.7678,,6220,1.21,1.22,,1344.97
0.04689,11.781,174.799,,5040,0.83,0.85,-0.397,1068.33
0.04676,11.332,174.8065,1019,5044,0.82,0.85,,1068.33
,10.873,165.2716,,5044,0.83,0.81,,1068.33
,,,,4800,0.98,0.78,-0.339,1068.33
,11.96,165.2716,,,0.83,0.81,,1068.33
0.047,11.265,168.4499,,,0.83,0.82,,1068.33
0.0473,11.422,,,,0.83,,,1068.33
0.047,11.209,168.4499,,5070,0.85,0.82,,1068.33
,,,,4800,0.98,0.78,-0.339,1068.33
0.04651,12.072,171.6282,1034,5044,0.84,0.83,,1068.33
,10.335,,,,0.81,,,1068.33
0.04689,11.781,247.9074,,5040,0.83,0.85,,1068.33
0.0229,12.251,432.2488,,4790,0.77,0.78,,566.459
0.02278,12.453,394.1092,1355,4804,0.78,0.77,,566.459
,,,,4588,0.82,0.73,-0.574,566.459
,,,,4588,0.82,0.73,-0.574,566.459
,,,,4750,,,,566.459
0.0229,12.218,419.5356,,4750,0.77,0.78,,566.459
0.02265,12.195,390.9309,1342,4790,0.77,0.76,,566.459
0.02289,12.251,400.449,,4790,0.77,0.78,-0.529,566.459
0.02299,12.218,343.2564,,4800,0.78,0.79,,566.459
0.0228,12.106,429.0705,,4752,0.77,0.77,,566.459
0.03029,14.011,371.8611,2017,6210,1.37,1.3,,2012.62
0.0306,12.89,320.99,,6411,1.41,1.34,,2012.62
0.03035,13.45,375.02,2013,6210,1.32,1.3,0.371,2012.62
0.03036,13.451,858.141,,6210,1.32,1.3,,2012.62
,16.03,378.2,,6411,1.43,1.35,,2012.62
0.03026,13.776,371.8611,1991,6210,1.34,1.29,,2012.62
,13.227,362.3262,,6210,1.34,1.26,,2012.62
0.05205,16.477,336.8998,1550,5924,1.53,1.19,,2501.75
0.05205,16.477,340.0781,,5924,1.53,1.19,,2501.75
0.051,12.666,320.995,,5924,1.14,1.14,,2501.75
0.05105,14.146,238.3725,1686,6325,1.56,1.31,,1515.26
0.051,15.244,327.351,,6325,1.64,1.33,,1515.26
0.05106,14.146,216.1244,,6325,1.56,1.31,,1515.26
0.02383,15.278,441.77,2212,6050,,,0.35,
0.01942,15.446,441.765,,,1.36,1.23,,
,14.572,410.0007,,6119,1.32,1.17,,
0.02385,15.278,1048.839,,6050,1.36,1.23,,
0.02453,19.436,448.1403,2482,6119,1.74,1.34,,
0.02386,13.451,413.179,2140,6119,1.26,1.23,,
,13.967,375.0394,,5970,1.12,1.1,,
0.0225,14.572,286.047,,5900,1.1,1.04,,
,14.011,394.1092,,6119,1.15,1.17,,
0.0308,18.046,1430.175,,6933,1.53,1.52,,1627.63
0.0404,18.091,1379.3822,2039,6933,1.5,1.42,,1627.63
0.04047,18.304,1398.452,2034,6933,1.5,1.43,,1627.63
,,6674.43,,,,0.05,,
243,,4449.62,2175,2375,,0.02,-2.77,
22,14.572,2542.64,1200,3972,1.26,0.76,-0.456,113.064
22.2,,,,3972,1.26,0.76,,113.064
20.6,,,,,,,,113.064
20,30.488,953.49,1204,3972,,,,113.064
34,22.866,635.66,995,3972,,,,113.064
34.5,,,,,,,,113.064
0.652,6.18,169,481,6407,1.73,1.53,,1033.16
0.8454,11.24,,306,6007,1.12,1.01,,343.863
,,,,5823,0.93,1.05,-0.051,343.863
,9.379,,,5676,0.95,,,343.863
0.828,10.12,,281,5629,1,0.94,-0.102,343.863
0.8454,11.24,,306,6007,1.12,1.01,,343.863
,9.41,,,5779,0.94,1,,343.863
,,,,5823,0.93,1.05,-0.051,343.863
,,,,5823,0.93,1.05,-0.051,343.863
,10.088,25426.4,,5629,1,0.94,,343.863
0.8454,11.24,,306,6007,1.12,1.01,,343.863
,,,,5823,0.93,1.05,-0.051,343.863
0.836,8.98,,264,5725,0.91,0.97,,343.863
0.03734,10.548,734.16,,4400,0.59,0.69,,747.959
10.26,,,,,,1.44,,
0.19,,,,,,,,600
0.19,,0.02,,,,1.4,,600
0.36,,,,,,,,600
0.36,,4.3,,,,1.4,,600
0.36,,,,,,,,600
0.47,,,,,,,,600
0.47,,,,,,,,600
0.46,,3.9,,,,1.4,,600
23,,794.575,,,,1.35,,
0.0044,,382.8,,4500,0.04,1.4,,1200
0.0102,,,,,,1.4,,230
0.06,,,,6174,1.15,1.24,,180.64
,,,,6174,1.17,1.23,,180.64
0.03176,,,,5300,0.83,0.94,,182.714
,,,,5326,0.87,0.95,,182.714
5.5,,,,5300,0.83,0.94,,182.714
0.0485,,,234,3050,0.14,0.12,-2.81,1.30119
,,,,,0.15,,,1.30119
0.02343,13.047,346.42,,4861,0.82,0.85,,185.615
0.02343,13.227,422.7139,1389,4910,0.8,0.85,,185.615
0.02332,12.812,411.27202,1418,5013,0.8,0.84,-0.438,185.615
,,,,4910,0.77,0.8,-0.51,185.615
0.02313,12.801,410.95419,1388,4910,0.8,0.82,,185.615
0.02343,13.227,419.85343,,4910,0.8,0.85,,185.615
0.02298,12.733,405.23325,,,0.78,0.8,,185.615
0.02343,13.227,,,4910,0.8,,,185.615
,,,,4910,,,,185.615
0.0286,17.295,233.92288,1955,6124,1.25,1.16,0.3,559.068
,,,,4459,0.76,0.7,-0.683,181.374
0.02136,12.498,783.76878,1285,,0.7,0.73,,181.374
,11.85,,,,0.66,,,181.374
0.02149,12.823,790.41,1292,4645,0.71,0.74,,181.374
,,,,4459,0.76,0.7,-0.683,181.374
0.02153,14.056,792.635,1344,4645,0.78,0.74,,181.374
,11.5,,,,0.66,,,181.374
0.02153,14.056,785.0401,,4645,0.78,0.74,,181.374
0.0216,12.89,826.358,,4645,0.71,0.74,,181.374
0.03783,12.285,1369.8473,1681,6007,1.27,1.15,0.279,735.601
,,,,6207.39,1.73,1.19,0.601,735.601
0.02803,12.722,1938.763,1385,5215,0.85,0.9,-0.318,329.036
,,,,5090,0.82,0.85,-0.39,329.036
,,,,5583,1.11,0.99,0.036,367.658
0.04127,12.408,1373.0256,1415,5747,1.08,1.13,0.056,367.658
0.0423,11.904,212.31044,1006,5052,0.72,0.82,-0.514,100.848
0.0352,19.055,597.5204,2053,6387,1.56,1.41,0.563,705.981
0.0474,14.404,117.91493,1457,5738,1.31,1.03,0.228,281.498
,,,,5783,1.32,1.04,0.247,281.498
0.0234,11.31,378.2177,1134,4309,0.7,0.72,-0.821,213.771
214,,,,3547,1.07,0.48,-0.79,136.65
210,,5085,,3850,,0.87,,136.65
157,,2860,1975,3433,1.34,,,143.59
150,,3337.1,2200,,,1,,143.59
140,,,,3433,1.34,,,143.59
5.3,,,,,,0.44,,21.1916
0.0496,,,301,3192,0.2,0.17,-2.441,3.37454
1100,14.011,1906.98,,3646,0.56,0.56,-1.298,11.5094
1100,,2542.64,,3646,0.56,0.56,-1.298,11.5094
,,4131.62,,,,,,
0.03,12.666,3082.82,,,1.45,1.1,,
0.055,9.079,1207.7,,,1.18,1.24,,
0.0968,,,,4620,1.17,1.04,-0.25,121.402
0.5,,9.2,,,,0.25,,675.877
0.5,,9.2,,,,0.25,,675.877
,13.174,,971,5713,1.13,,,306.063
0.1207,12.52,617.22586,974,5788,1.09,1.03,0.078,306.063
0.04394,3.65,,810,4250,0.69,0.68,-0.854,58.2609
,3.516,,,4341.4,0.69,,,58.2609
,11.142,,588,4236,0.74,,,58.2609
0.07098,16.814,309.56642,637,4250,0.69,0.68,-0.854,58.2609
0.0392,2.72,,471,3403,0.33,0.31,-1.854,62.118
,2.481,,394,3318,0.33,,,62.118
,1.726,,703,3912,0.63,,,39.6345
0.03845,1.738,6.91,754,3872,0.63,0.64,-1.097,39.6345
,2.645,,1054,5154,0.85,,,111.059
0.05186,2.726,9.5,1037,5320,0.85,0.86,-0.285,111.059
0.0521,2.755,,1029,5282,0.85,0.87,-0.293,111.059
,3.057,,746,5154,0.85,,,111.059
0.0818,2.79,,821,5282,0.85,0.87,-0.293,111.059
0.0814,2.759,6.63,828,5320,0.85,0.86,-0.285,111.059
0.137,2.93,13.6,638,5320,0.85,0.86,-0.285,111.059
,2.9,,581,5154,0.9,,,111.059
,2.412,,391,3618,0.44,,,36.0118
0.0736,2.37,13.5,413,3600,0.42,0.45,,36.0118
0.1058,1.56,2.2,344,3600,0.42,0.45,,36.0118
,1.675,,326,3618,0.44,,,36.0118
,3.028,,1596,5673,0.94,,,163.678
0.026,3.42,22.4,1395,5397,0.9,0.97,-0.222,163.678
,18.004,,724,5723.2,3.09,,,399.017
0.4607,6.85,33,,6050,1.33,1.13,,399.017
0.0583,15.468,556.2025,1493,6003,1.55,1.25,,336.267
0.07037,14.067,797.7533,1404,6255,1.53,1.35,0.497,336.267
,15.54,,2105,5982.9,1.68,,,336.267
0.03138,14.415,375.0394,1588,5404,1.17,0.95,0.02,355.683
,12.292,,1464,5638,1.01,,,355.683
,15.115,,1754,6671,1.66,,,411.719
0.058,16.69,387.7526,1669,6495,1.65,1.44,0.636,411.719
0.03524,12.173,251.40353,1715,5880,1.29,1.15,0.253,407.84
0.0914,10.817,1722.6386,1198,5645,1.78,1.13,0.461,342.831
,10.916,,1142,5801.8,1.79,,,342.831
,4.699,,701,3907,0.63,,,60.798
0.0391,5.05,26.78,767,3980,0.62,0.65,-1.056,60.798
,11.325,,368,3854,0.62,,,128.438
0.1587,12.89,209.7678,362,3841,0.61,0.63,,128.438
0.2069,11.29,200,497,5026,0.84,0.87,,177.945
,9.63,,568,5025.77,0.8,,,177.945
0.1293,7.69,30,628,5026,0.84,0.87,,177.945
,3.379,,596,5025.77,0.8,,,177.945
0.0341,1.44,,388,3212,0.21,0.18,-2.387,38.0749
,1.742,,344,3139,0.21,,,38.0749
0.05741,2.74,317.83,,5875,0.88,1.04,-0.08,99.523
,2.881,,1041,5862,0.96,,,99.523
,1.298,,553,3551,0.41,,,22.4793
0.0306,1.247,,528,3386,0.38,0.4,-1.77,22.4793
0.0472,2.42,,424,3386,0.38,0.4,-1.77,22.4793
,4.341,,826,3551,0.37,,,22.4793
0.0733,2.13,,340,3386,0.38,0.4,-1.77,22.4793
,2.355,,369,3551,0.41,,,22.4793
0.056,2.68,7.17,981,5325,0.87,0.85,,74.7969
0.1189,5.09,16.42,674,5325,0.87,0.85,,74.7969
,6.445,,750,5718,1.11,,,74.7969
0.0283,1.91,,1491,5550,0.88,0.95,-0.189,123.739
0.0823,3.1,,875,5550,0.88,0.95,-0.189,123.739
0.1208,4.07,,722,5550,0.88,0.95,-0.189,123.739
,11.982,,1060,5760,1.73,,,179.366
0.097,11.097,486.2799,1370,5735,1.66,1.14,0.435,179.366
0.01223,0.903,,611,3216,0.19,0.16,-2.461,14.0022
,4.939,,415,3042,1,,,14.0022
0.01055,1.423,1.59,,5455,0.85,0.79,,85.799
,1.554,,2104,5391,0.88,,,85.799
0.01064,1.45,3.2,2480,5326,0.83,0.81,-0.282,85.799
0.08809,2.878,5.4,,5455,0.85,0.79,,85.799
,3.773,,728,5391,0.88,,,85.799
0.0888,2.9,7,860,5326,0.83,0.81,-0.282,85.799
0.1569,2.53,11.95,,5455,0.85,0.79,,85.799
0.3274,2.67,16,,5455,0.85,0.79,,85.799
,2.842,,633,5391,0.88,,,85.799
0.1174,2.32,3,750,5326,0.83,0.81,-0.282,85.799
,5.45,,1509,5752,0.98,,,199.581
0.02734,11.433,464.98529,1714,5640,1.09,1,0.033,199.581
0.1038,13.115,392.83788,1252,6295,1.28,1.18,,141.812
,12.416,,960,6446,1.22,,,141.812
0.0677,1.037,,417,3461,0.42,0.41,-1.635,31.1265
,2.202,,298,3482,0.42,,,31.1265
0.0637,1.01,,,3480,0.42,0.42,-1.633,31.1265
0.0925,2.63,,,3480,0.42,0.42,-1.633,31.1265
0.0929,2.65,,356,3461,0.42,0.41,-1.635,31.1265
,2.685,,328,3482,1,,,31.1265
0.1633,1.144,,269,3461,0.42,0.41,-1.635,31.1265
,2.452,,510,3482,1,,,31.1265
0.163,1.19,,,3480,0.42,0.42,-1.633,31.1265
0.06,2.28,9.79,1038,5450,0.9,0.92,,95.1274
,3.112,,1082,5767,1.13,,,95.1274
,3.705,,833,5767,1.13,,,95.1274
0.1011,2.63,9.32,800,5450,0.9,0.92,,95.1274
,1.787,,479,3806,0.55,,,27.1701
0.0652,1.85,4,514,3709,0.54,0.54,-1.31,27.1701
0.1,2.02,5.3,415,3709,0.54,0.54,-1.31,27.1701
,2.157,,387,3806,0.55,,,27.1701
0.423,6.71,,610,5907,1.94,1.32,,263.145
,4.382,,561,5823.7,2.04,,,263.145
0.02177,2.926,18.467,1253,4600,0.69,0.71,-0.71,63.9262
,4.079,,1178,4452,0.78,,,63.9262
,9.745,,981,6513,1.03,,,142.488
,8.631,,,6047,1.02,1.12,,142.488
,3.541,,1932,5311,0.92,,,225.734
0.01598,3.444,39.09,,5373.8,0.92,0.93,,225.734
,8.337,,1945,7723,1.35,,,340.543
0.092,11.994,301.9385,1397,6261,1.39,1.28,0.431,340.543
0.04666,13.126,211.99261,1192,5570,0.92,0.97,-0.137,158.649
,13.722,,1113,5565,0.96,,,158.649
,3.52,,1120,4945,0.91,,,152.601
0.0498,4.242,16,,4969,0.89,0.88,-0.359,152.601
0.04796,4.81,826.358,,4928,1.02,0.79,-0.369,152.601
0.088,4.793,37,,4969,0.89,0.88,-0.359,152.601
0.0847,5.79,794.575,,4928,1.02,0.79,-0.369,152.601
,9.055,,1659,5756,1.93,,,238.768
0.04963,9.55,55.30242,1526,5710,1.89,1.2,0.535,238.768
0.011548,1.121,1.017,,,,0.09,,
0.01111,1.113,,400,2550,0.12,0.08,-3.28,
0.01111,1.086,0.85,400,2559,0.12,0.08,-3.281,
,,,366,,0.11,0.09,,
0.01522,1.049,,342,2550,0.12,0.08,-3.28,
,,,315,,0.11,0.09,,
0.01521,1.056,1.38,342,2559,0.12,0.08,-3.281,
0.015815,1.095,1.156,,,,0.09,,
0.02228,0.784,0.297,,,,0.09,,
0.02144,0.772,0.41,288,2559,0.12,0.08,-3.281,
0.02817,0.918,0.62,251,2559,0.12,0.08,-3.281,
0.029283,0.91,0.772,,,,0.09,,
0.038534,1.046,0.934,,,,0.09,,
0.0371,1.045,0.68,219,2559,0.12,0.08,-3.281,
0.0451,1.127,1.34,199,2559,0.12,0.08,-3.281,
0.046877,1.148,1.148,,,,0.09,,
0.063,0.755,,168,2559,0.12,0.08,-3.281,
,0.752,,173,,0.11,0.09,,
0.061935,0.773,0.331,,,,0.09,,
0.69,,,,4806,6.85,1.15,1.35,672.41
1.37,,,,4806,6.85,1.15,1.35,672.41
1.414,,,,4776,5.9,1.19,1.21,490.61
0.21,,,1350,5130,6.26,1.87,1.38,477.516
0.422,,,,4300,16.21,0.97,1.91,464.128
162,,4449.62,,4573,,1,-0.339,94.6177
320,12.33,1906.98,1240,,,1,,94.6177
0.0252,,,,2904,0.11,0.09,-3.137,3.83078
0.0443,,,,2904,0.11,0.09,-3.137,3.83078
0.0393,12.11,238.36,,5250,0.85,0.88,,159.658
,12.666,266.9772,,5230,0.85,1.04,,159.658
,,,,5242.82,0.86,0.9,-0.301,159.658
0.03925,11.96,238.998,1140,5230,0.81,0.88,-0.359,159.658
,,,,5242.82,0.86,0.9,-0.301,159.658
,12.117,,,,0.81,0.89,,159.658
0.03946,12.319,241.86863,1147,5226,0.82,0.89,,159.658
,,,,,0.82,0.87,,159.658
0.03926,11.96,221.52751,,5230,0.81,0.88,,159.658
,,,,5242.82,0.86,0.9,-0.301,159.658
,13.675,380.76034,,5850,1,0.98,,215.32
,14.186,,,5819,1.05,,,215.32
,,,,5854,1.02,1.06,0.038,215.32
0.03558,13.72,381.396,1498,5850,1,0.98,0.025,215.32
0.03567,13.372,383.30298,1466,5850,0.96,0.99,,215.32
,15.244,473.5667,,5850,1.12,1.36,,215.32
0.0354,13.04,,1339,5820,0.96,0.97,,215.32
0.03557,13.72,385.20996,,5850,1,0.98,,215.32
,,,,5854,1.02,1.06,0.038,215.32
,13.103,380.744,,,0.94,0.98,,215.32
,,367.72931,,,,0.94,,215.32
0.03555,13.328,,1455,,0.96,,,215.32
,13.675,380.76034,,,1,0.98,,215.32
0.036,14.4,,1394,5814,1.06,0.99,,215.32
0.03556,14.258,381.1,,5854,1.02,1.06,0.038,215.32
,,,,5854,1.02,1.06,0.038,215.32
,13.776,398.24099,1466,5795,1,1.05,,215.32
0.03563,13.305,382.03166,,5850,0.95,0.99,-0.023,215.32
,,,,5854,1.02,1.06,0.038,215.32
,13.12,,,5860,0.97,0.99,,215.32
0.03635,14.135,398.24099,1467,5795,1,1.05,,215.32
,13.697,380.76034,,5850,1,0.98,,215.32
0.035,12.85,,1344,5850,0.95,0.94,,215.32
0.0367,13.978,380.44251,1470,5850,1,0.98,,215.32
0.0367,13.899,406.8224,,5960,1,1.08,,215.32
0.0367,13.955,457.6752,1472,5850,,,,215.32
0.035,12.85,,1344,5850,0.95,0.94,,215.32
0.03503,13.025,457.6752,,5850,0.95,0.94,,215.32
0.035,12.85,,1344,5850,0.95,0.94,,215.32
0.02272,14.706,615.95454,1623,5650,0.81,0.92,-0.228,231.337
0.0226,14.516,610.2336,,5720,0.8,0.9,,231.337
,,,,5489,0.82,0.96,-0.26,231.337
0.02284,14.975,572.41183,,5650,0.83,0.93,,231.337
0.02283,14.628,607.0553,1630,5650,0.82,0.93,,231.337
,14.796,607.03,,,0.82,0.93,,231.337
0.02282,14.975,607.03,,5650,0.83,0.93,-0.204,231.337
,,513.29545,,,,0.93,,231.337
0.02276,14.684,603.55917,1638,5650,0.82,0.92,,231.337
0.0502,19.448,285.09351,1805,6200,1.83,1.34,,515.98
0.04965,20.288,278.73691,1861,6200,1.92,1.29,,515.98
,18.046,247.9074,,6200,1.66,1.08,,515.98
,,267.93069,,,,1.34,,515.98
0.0516,20.602,157.00802,1795,6295,1.81,1.45,,515.98
0.05084,19.123,291.45011,1778,6200,,,,515.98
0.05091,20.165,292.073,,6184,2.01,1.18,0.726,515.98
,,,,,1.85,1.4,,515.98
0.05092,19.627,292.4036,1785,6200,1.82,1.39,0.642,515.98
0.05159,20.602,158.27934,,6295,1.81,1.45,,515.98
0.02452,13.552,568.9157,,5171,0.87,0.89,,360.313
0.02459,13.384,568.9157,1480,5171,0.87,0.9,,360.313
0.0245,13.484,573.36532,,,0.85,,,360.313
0.02446,13.552,565.078,,5171,0.87,0.89,,360.313
4.18,,407,,,,0.81,,6300
670,,4449.62,,2700,,0.06,-1.95,144.019
3500,,4767.45,2240,3410,,0.33,-1.09,140.635
2880,,5085.28,2270,3460,,0.36,-1.02,137.901
5.9,,2002.2,,,,0.7,,
2.8,,2447.2,,,,0.7,,
1.7,,,,29300,0.23,0.5,,1195.98
0.1687,10.22,,668,4970,1.31,1.1,-0.03,108.199
0.1688,10.27,,677,,1.34,1.1,,108.199
0.0825,5.59,,968,,1.34,1.1,,108.199
0.1083,6.41,,845,,1.34,1.1,,108.199
0.308,8.74,,492,,1.34,1.1,,108.199
0.057,,222.481,,4250,2,1,,130.111
0.057,,244.7291,,4250,2,1,0.08,130.111
,,13603.124,,,,0.06,,
,,13762.039,,,,0.06,,
